"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"66","2","GO Process","","negative regulation of wound healing","0.0105","APOE|FGF2","16949","543|621","0.0024","","GO.0061045","0.22671571845121294","0"
"2696","9","GO Function","","anion binding","0.0106","EGLN3|MKNK2|APOE|SESN2|FGF2|MAPKAPK3|ERN1|PGF|AKT1","16949","697|226|543|342|621|128|1085|946|650","0.0011","","GO.0043168","0.22624407643817213","0"
"89","2","KEGG Pathways","","mRNA surveillance pathway","0.0106","PPP1CA|PPP1CC","16949","1120|442","0.0042","","hsa03015","0.22624407643817213","0"
"252","3","GO Process","","positive regulation of ion transport","0.0107","APOE|ATF4|AKT1","16949","543|731|650","0.0024","","GO.0043270","0.22577686305401842","0"
"67","2","GO Process","","vascular endothelial growth factor receptor signaling pathway","0.0108","MAPKAPK3|PGF","16949","128|946","0.0025","","GO.0048010","0.225313995903857","0"
"41","2","Reactome Pathways","","Deactivation of the beta-catenin transactivating complex","0.0108","SOX9|AKT1","16949","367|650","9.6E-4","","HSA-3769402","0.225313995903857","0"
"194","3","GO Function","","protein C-terminus binding","0.0109","EP300|ATF4|PPP1CC","16949","1264|731|442","0.0012","","GO.0008022","0.2248553948710582","0"
"444","4","GO Function","","protein serine/threonine kinase activity","0.0109","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","0.0012","","GO.0004674","0.2248553948710582","0"
"68","2","GO Process","","regulation of mitochondrial membrane potential","0.011","PMAIP1|AKT1","16949","171|650","0.0025","","GO.0051881","0.22440098203403044","0"
"255","3","GO Process","","aging","0.011","CASP9|ERO1L|AKT1","16949","304|605|650","0.0025","","GO.0007568","0.22440098203403044","0"
"92","2","KEGG Pathways","","Small cell lung cancer","0.0111","CASP9|AKT1","16949","304|650","0.0045","","hsa05222","0.22395068158675904","0"
"317","3","KEGG Pathways","","Human papillomavirus infection","0.0111","EP300|FOXO1|AKT1","16949","1264|1426|650","0.0046","","hsa05165","0.22395068158675904","0"
"92","2","KEGG Pathways","","Inflammatory mediator regulation of TRP channels","0.0111","PPP1CA|PPP1CC","16949","1120|442","0.0045","","hsa04750","0.22395068158675904","0"
"69","2","GO Process","","positive regulation of protein localization to nucleus","0.0113","SESN2|AKT1","16949","342|650","0.0026","","GO.1900182","0.22306212476329781","0"
"70","2","GO Process","","establishment of protein localization to mitochondrion","0.0115","PMAIP1|AKT1","16949","171|650","0.0027","","GO.0072655","0.22218915746289936","0"
"98","2","KEGG Pathways","","AGE-RAGE signaling pathway in diabetic complications","0.0118","FOXO1|AKT1","16949","1426|650","0.0051","","hsa04933","0.22090776837160037","0"
"71","2","GO Process","","modification by host of symbiont morphology or physiology","0.0118","APOE|EP300","16949","543|1264","0.0027","","GO.0051851","0.22090776837160037","0"
"940","5","GO Process","","neuron differentiation","0.0118","SOX9|APOE|ATF4|PPP1CC|PRMT1","16949","367|543|731|442|225","0.0028","","GO.0030182","0.22090776837160037","0"
"71","2","GO Process","","intrinsic apoptotic signaling pathway in response to DNA damage","0.0118","EP300|CASP9","16949","1264|304","0.0027","","GO.0008630","0.22090776837160037","0"
"1391","6","GO Process","","regulation of immune system process","0.0118","SOX9|EP300|MAPKAPK3|PRMT1|PGF|AKT1","16949","367|1264|128|225|946|650","0.0028","","GO.0002682","0.22090776837160037","0"
"2463","8","GO Process","","negative regulation of cellular metabolic process","0.0119","SOX9|APOE|SESN2|EP300|ATF4|FOXO1|CHAC1|AKT1","16949","367|543|342|1264|731|1426|975|650","0.0028","","GO.0031324","0.22048786832840797","0"
"72","2","GO Process","","carbohydrate transport","0.0119","SESN2|AKT1","16949","342|650","0.0028","","GO.0008643","0.22048786832840797","0"
"437","4","Reactome Pathways","","Signaling by Receptor Tyrosine Kinases","0.0121","FGF2|MAPKAPK3|PGF|AKT1","16949","621|128|946|650","0.0011","","HSA-9006934","0.2196585514670939","0"
"439","4","Reactome Pathways","","Signaling by Interleukins","0.0121","FGF2|FOXO1|MAPKAPK3|AKT1","16949","621|1426|128|650","0.0011","","HSA-449147","0.2196585514670939","0"
"73","2","GO Process","","positive regulation of lipid biosynthetic process","0.0122","APOE|AKT1","16949","543|650","0.0029","","GO.0046889","0.21924901944474023","0"
"955","5","GO Process","","regulation of response to external stimulus","0.0123","APOE|EP300|FGF2|MAPKAPK3|PGF","16949","543|1264|621|128|946","0.003","","GO.0032101","0.21884283057822004","0"
"958","5","GO Process","","organonitrogen compound catabolic process","0.0124","APOE|FGF2|PMAIP1|CHAC1|AKT1","16949","543|621|171|975|650","0.003","","GO.1901565","0.21843993072646314","0"
"198","3","Reactome Pathways","","TCF dependent signaling in response to WNT","0.0126","SOX9|EP300|AKT1","16949","367|1264|650","0.0012","","HSA-201681","0.21764378798453812","0"
"1422","6","GO Process","","generation of neurons","0.0128","SOX9|APOE|ATF4|PPP1CC|PRMT1|AKT1","16949","367|543|731|442|225|650","0.0031","","GO.0048699","0.21686018344598765","0"
"43","2","NetworkNeighborAL","","Apoptosis - multiple species, and TRAIL  signaling","0.013","PMAIP1|CASP9","16949","171|304","0.0011","","CL.2754","0.21608872830557557","0"
"52","2","NetworkNeighborAL","","mixed, incl. Activated point mutants of FGFR2, and PDGF/VEGF domain","0.013","FGF2|PGF","16949","621|946","0.0015","","CL.275","0.21608872830557557","0"
"40","2","NetworkNeighborAL","","mixed, incl. Activation of BAD and translocation to mitochondria, and Sir2 family","0.013","FOXO1|AKT1","16949","1426|650","9.2E-4","","CL.2323","0.21608872830557557","0"
"970","5","GO Process","","macromolecule catabolic process","0.013","APOE|FGF2|PMAIP1|ERN1|AKT1","16949","543|621|171|1085|650","0.0032","","GO.0009057","0.21608872830557557","0"
"2514","8","GO Process","","multi-organism process","0.0131","SOX9|APOE|EP300|PMAIP1|CASP9|MAPKAPK3|PGF|AKT1","16949","367|543|1264|171|304|128|946|650","0.0032","","GO.0051704","0.21570744015761759","0"
"585","4","GO Process","","cellular response to hormone stimulus","0.0131","CASP9|FOXO1|PGF|AKT1","16949","304|1426|946|650","0.0032","","GO.0032870","0.21570744015761759","0"
"77","2","GO Process","","cellular glucose homeostasis","0.0131","FOXO1|ERN1","16949","1426|1085","0.0032","","GO.0001678","0.21570744015761759","0"
"78","2","GO Process","","cellular response to mechanical stimulus","0.0133","SOX9|AKT1","16949","367|650","0.0033","","GO.0071260","0.2149535187672531","0"
"78","2","GO Process","","regulation of megakaryocyte differentiation","0.0133","EP300|PRMT1","16949","1264|225","0.0033","","GO.0045652","0.2149535187672531","0"
"2250","8","GO Function","","transferase activity","0.0136","SOX9|MKNK2|EP300|FGF2|MAPKAPK3|ERN1|PRMT1|AKT1","16949","367|226|1264|621|128|1085|225|650","0.0016","","GO.0016740","0.21384363201148726","0"
"38","2","UniProt Keywords","","Unfolded protein response","0.0136","CHAC1|ERN1","16949","975|1085","8.3E-4","","KW-0834","0.21384363201148726","0"
"387","4","UniProt Keywords","","Serine/threonine-protein kinase","0.0136","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","7.1E-4","","KW-0723","0.21384363201148726","0"
"40","2","UniProt Keywords","","Mitogen","0.0136","FGF2|PGF","16949","621|946","9.2E-4","","KW-0497","0.21384363201148726","0"
"42","2","Pfam","","Lipopolysaccharide kinase (Kdo/WaaP) family","0.0138","MKNK2|MAPKAPK3","16949","226|128","0.001","","PF06293","0.21311722699622457","0"
"109","2","KEGG Pathways","","Toxoplasmosis","0.0139","CASP9|AKT1","16949","304|650","0.0062","","hsa05145","0.2127579629096325","0"
"108","2","KEGG Pathways","","TNF signaling pathway","0.0139","ATF4|AKT1","16949","731|650","0.0061","","hsa04668","0.2127579629096325","0"
"435","4","GO Component","","postsynapse","0.014","GABBR2|PPP1CA|PPP1CC|AKT1","16949","102|1120|442|650","0.0011","","GO.0098794","0.21240127421497332","0"
"5162","13","GO Component","","intracellular organelle lumen","0.014","SOX9|EGLN3|MKNK2|APOE|EP300|PPP1CA|ATF4|PPP1CC|FOXO1|ERO1L|MAPKAPK3|PRMT1|AKT1","16949","367|697|226|543|1264|1120|731|442|1426|605|128|225|650","6.6E-4","","GO.0070013","0.21240127421497332","0"
"1142","6","GO Component","","neuron projection","0.014","APOE|GABBR2|PPP1CA|ATF4|PPP1CC|ERO1L","16949","543|102|1120|731|442|605","0.001","","GO.0043005","0.21240127421497332","0"
"4792","12","GO Component","","protein-containing complex","0.014","SOX9|APOE|SESN2|GABBR2|EP300|PPP1CA|CASP9|ATF4|PPP1CC|ERN1|PRMT1|AKT1","16949","367|543|342|102|1264|1120|304|731|442|1085|225|650","0.0014","","GO.0032991","0.21240127421497332","0"
"1531","7","GO Component","","mitochondrion","0.014","SESN2|PMAIP1|CASP9|PPP1CC|FOXO1|ERN1|AKT1","16949","342|171|304|442|1426|1085|650","7.9E-4","","GO.0005739","0.21240127421497332","0"
"111","2","KEGG Pathways","","Cholinergic synapse","0.0141","ATF4|AKT1","16949","731|650","0.0064","","hsa04725","0.21204712425139605","0"
"287","3","GO Process","","positive regulation of cellular protein localization","0.0141","SESN2|PMAIP1|AKT1","16949","342|171|650","0.0035","","GO.1903829","0.21204712425139605","0"
"81","2","GO Process","","regulation of biomineral tissue development","0.0142","SOX9|ATF4","16949","367|731","0.0035","","GO.0070167","0.21169547713532455","0"
"82","2","GO Process","","insulin receptor signaling pathway","0.0145","FOXO1|AKT1","16949","1426|650","0.0036","","GO.0008286","0.21065520524260567","0"
"83","2","GO Process","","maintenance of location in cell","0.0148","APOE|AKT1","16949","543|650","0.0037","","GO.0051651","0.2096362373505194","0"
"83","2","GO Process","","epithelial cell proliferation","0.0148","SOX9|ERN1","16949","367|1085","0.0037","","GO.0050673","0.2096362373505194","0"
"116","2","KEGG Pathways","","Neurotrophin signaling pathway","0.0151","ATF4|AKT1","16949","731|650","0.007","","hsa04722","0.20863771836113684","0"
"116","2","KEGG Pathways","","Oocyte meiosis","0.0151","PPP1CA|PPP1CC","16949","1120|442","0.007","","hsa04114","0.20863771836113684","0"
"84","2","GO Process","","negative regulation of lipid metabolic process","0.0151","APOE|AKT1","16949","543|650","0.0038","","GO.0045833","0.20863771836113684","0"
"296","3","GO Process","","extracellular matrix organization","0.0152","SOX9|FGF2|ERO1L","16949","367|621|605","0.0038","","GO.0030198","0.20830928245033234","0"
"119","2","KEGG Pathways","","Vascular smooth muscle contraction","0.0153","PPP1CA|PPP1CC","16949","1120|442","0.0074","","hsa04270","0.20798300023311697","0"
"120","2","KEGG Pathways","","AMPK signaling pathway","0.0153","FOXO1|AKT1","16949","1426|650","0.0075","","hsa04152","0.20798300023311697","0"
"85","2","GO Process","","positive regulation of viral process","0.0154","APOE|EP300","16949","543|1264","0.0039","","GO.0048524","0.20765884364803677","0"
"298","3","GO Process","","response to lipopolysaccharide","0.0154","CASP9|MAPKAPK3|AKT1","16949","304|128|650","0.0039","","GO.0032496","0.20765884364803677","0"
"86","2","GO Process","","cellular oxidant detoxification","0.0156","APOE|SESN2","16949","543|342","0.004","","GO.0098869","0.20701679783890076","0"
"1493","6","GO Process","","cell development","0.0156","SOX9|APOE|EP300|CASP9|PRMT1|AKT1","16949","367|543|1264|304|225|650","0.004","","GO.0048468","0.20701679783890076","0"
"8067","16","UniProt Keywords","","Phosphoprotein","0.0158","MKNK2|APOE|SESN2|GABBR2|EP300|FGF2|PPP1CA|CASP9|ATF4|PPP1CC|FOXO1|ERO1L|MAPKAPK3|ERN1|PRMT1|AKT1","16949","226|543|342|102|1264|621|1120|304|731|442|1426|605|128|1085|225|650","0.0012","","KW-0597","0.20638293117991527","0"
"87","2","GO Process","","response to antineoplastic agent","0.0159","CASP9|FOXO1","16949","304|1426","0.0041","","GO.0097327","0.20606900042356224","0"
"302","3","GO Process","","regulation of developmental growth","0.0159","APOE|FGF2|AKT1","16949","543|621|650","0.004","","GO.0048638","0.20606900042356224","0"
"1501","6","GO Process","","negative regulation of biosynthetic process","0.0159","SOX9|APOE|SESN2|EP300|ATF4|FOXO1","16949","367|543|342|1264|731|1426","0.0041","","GO.0009890","0.20606900042356224","0"
"1035","5","GO Process","","response to cytokine","0.0162","SOX9|FGF2|FOXO1|MAPKAPK3|AKT1","16949","367|621|1426|128|650","0.0042","","GO.0034097","0.20513891988924712","0"
"125","2","KEGG Pathways","","Autophagy - animal","0.0163","ERN1|AKT1","16949","1085|650","0.0081","","hsa04140","0.20483271670859357","0"
"481","4","Pfam","","Protein tyrosine kinase","0.0163","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","0.0016","","PF07714","0.20483271670859357","0"
"482","4","Pfam","","Protein kinase domain","0.0163","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","0.0016","","PF00069","0.20483271670859357","0"
"1295","6","GO Component","","catalytic complex","0.0164","SESN2|EP300|PPP1CA|PPP1CC|ERN1|PRMT1","16949","342|1264|1120|442|1085|225","0.0019","","GO.1902494","0.20452838634198042","0"
"4958","12","GO Component","","cytosol","0.0164","EGLN3|SESN2|EP300|PPP1CA|PMAIP1|CASP9|PPP1CC|FOXO1|MAPKAPK3|CHAC1|PRMT1|AKT1","16949","697|342|1264|1120|171|304|442|1426|128|975|225|650","0.0019","","GO.0005829","0.20452838634198042","0"
"308","3","GO Process","","cellular amino acid metabolic process","0.0165","EGLN3|ATF4|ERO1L","16949","697|731|605","0.0043","","GO.0006520","0.2042259060194206","0"
"90","2","GO Process","","positive regulation of protein binding","0.0167","APOE|EP300","16949","543|1264","0.0043","","GO.0032092","0.20362640648036595","0"
"519","4","GO Function","","protein heterodimerization activity","0.0168","SOX9|GABBR2|ATF4|PGF","16949","367|102|731|946","0.0021","","GO.0046982","0.20332934374829853","0"
"61","2","GO Function","","oxidoreductase activity, acting on a sulfur group of donors","0.0168","SESN2|ERO1L","16949","342|605","0.0021","","GO.0016667","0.20332934374829853","0"
"91","2","GO Process","","regulation of Notch signaling pathway","0.017","EP300|CHAC1","16949","1264|975","0.0044","","GO.0008593","0.20274048646355217","0"
"130","2","KEGG Pathways","","Relaxin signaling pathway","0.0173","ATF4|AKT1","16949","731|650","0.0087","","hsa04926","0.20187006438732003","0"
"93","2","GO Process","","negative regulation of small molecule metabolic process","0.0177","APOE|AKT1","16949","543|650","0.0046","","GO.0062014","0.2007326923569905","0"
"67","2","GO Function","","protein serine/threonine phosphatase activity","0.0189","PPP1CA|PPP1CC","16949","1120|442","0.0025","","GO.0004722","0.19746871196992827","0"
"138","2","KEGG Pathways","","Signaling pathways regulating pluripotency of stem cells","0.019","FGF2|AKT1","16949","621|650","0.0097","","hsa04550","0.1972061369023973","0"
"663","4","GO Process","","regulation of growth","0.019","APOE|SESN2|FGF2|AKT1","16949","543|342|621|650","0.005","","GO.0040008","0.1972061369023973","0"
"333","3","GO Process","","regulation of cellular component size","0.0199","APOE|PPP1CA|AKT1","16949","543|1120|650","0.0053","","GO.0032535","0.19490330570355813","0"
"1098","5","GO Process","","negative regulation of multicellular organismal process","0.0202","SOX9|APOE|FGF2|FOXO1|PRMT1","16949","367|543|621|1426|225","0.0054","","GO.0051241","0.194158785182278","0"
"676","4","GO Process","","cell population proliferation","0.0202","SOX9|FGF2|ERN1|AKT1","16949","367|621|1085|650","0.0054","","GO.0008283","0.194158785182278","0"
"102","2","GO Process","","negative regulation of protein binding","0.0205","PPP1CA|AKT1","16949","1120|650","0.0055","","GO.0032091","0.19342524079404536","0"
"2460","8","GO Function","","small molecule binding","0.0208","EGLN3|MKNK2|APOE|SESN2|MAPKAPK3|ERN1|PRMT1|AKT1","16949","697|226|543|342|128|1085|225|650","0.0028","","GO.0036094","0.19270235360266116","0"
"683","4","GO Process","","negative regulation of cell differentiation","0.0208","SOX9|APOE|FOXO1|PRMT1","16949","367|543|1426|225","0.0056","","GO.0045596","0.19270235360266116","0"
"684","4","GO Process","","regulation of cell cycle process","0.0208","SOX9|EP300|PRMT1|AKT1","16949","367|1264|225|650","0.0056","","GO.0010564","0.19270235360266116","0"
"103","2","GO Process","","positive regulation of autophagy","0.0208","SESN2|FOXO1","16949","342|1426","0.0056","","GO.0010508","0.19270235360266116","0"
"11878","19","GO Function","","binding","0.021","SOX9|EGLN3|MKNK2|APOE|SESN2|GABBR2|EP300|FGF2|PPP1CA|CASP9|ATF4|PPP1CC|FOXO1|MAPKAPK3|CHAC1|ERN1|PRMT1|PGF|AKT1","16949","367|697|226|543|342|102|1264|621|1120|304|731|442|1426|128|975|1085|225|946|650","0.0029","","GO.0005488","0.19222619820036346","0"
"147","2","KEGG Pathways","","Gastric cancer","0.0211","FGF2|AKT1","16949","621|650","0.011","","hsa05226","0.19198981837420007","0"
"147","2","KEGG Pathways","","Breast cancer","0.0211","FGF2|AKT1","16949","621|650","0.011","","hsa05224","0.19198981837420007","0"
"149","2","KEGG Pathways","","Oxytocin signaling pathway","0.0211","PPP1CA|PPP1CC","16949","1120|442","0.0113","","hsa04921","0.19198981837420007","0"
"148","2","KEGG Pathways","","mTOR signaling pathway","0.0211","SESN2|AKT1","16949","342|650","0.0111","","hsa04150","0.19198981837420007","0"
"152","2","KEGG Pathways","","Hippo signaling pathway","0.0212","PPP1CA|PPP1CC","16949","1120|442","0.0117","","hsa04390","0.19175455618732265","0"
"1900","7","GO Component","","plasma membrane bounded cell projection","0.0216","APOE|GABBR2|PPP1CA|ATF4|PPP1CC|ERO1L|AKT1","16949","543|102|1120|731|442|605|650","0.0028","","GO.0120025","0.19082447565300753","0"
"484","4","InterPro Domains","","Protein kinase domain","0.022","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","0.0016","","IPR000719","0.18991146178318097","0"
"107","2","GO Process","","positive regulation of cell division","0.0223","FGF2|PGF","16949","621|946","0.006","","GO.0051781","0.189237530128783","0"
"1129","5","GO Process","","regulation of cell cycle","0.0223","SOX9|EP300|ERN1|PRMT1|AKT1","16949","367|1264|1085|225|650","0.006","","GO.0051726","0.189237530128783","0"
"66","2","Reactome Pathways","","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","0.0224","EP300|PRMT1","16949","1264|225","0.0024","","HSA-8936459","0.18901489951205894","0"
"4979","12","UniProt Keywords","","Cytoplasm","0.0228","EGLN3|MKNK2|SESN2|EP300|PPP1CA|ATF4|PPP1CC|FOXO1|MAPKAPK3|CHAC1|PRMT1|AKT1","16949","697|226|342|1264|1120|731|442|1426|128|975|225|650","0.002","","KW-0963","0.1881342064357225","0"
"160","2","KEGG Pathways","","Jak-STAT signaling pathway","0.023","EP300|AKT1","16949","1264|650","0.0129","","hsa04630","0.18769963721204988","0"
"79","2","GO Function","","antioxidant activity","0.0238","APOE|SESN2","16949","543|342","0.0034","","GO.0016209","0.1859983480775585","0"
"113","2","GO Process","","glucose metabolic process","0.0242","ATF4|AKT1","16949","731|650","0.0067","","GO.0006006","0.18516903121624442","0"
"115","2","GO Process","","cyclic-nucleotide-mediated signaling","0.025","SOX9|APOE","16949","367|543","0.0069","","GO.0019935","0.18355074680218242","0"
"264","3","SMART Domains","","Serine/Threonine protein kinases, catalytic domain","0.025","MKNK2|MAPKAPK3|AKT1","16949","226|128|650","0.0028","","SM00220","0.18355074680218242","0"
"71","2","Reactome Pathways","","Cellular response to hypoxia","0.0251","EGLN3|EP300","16949","697|1264","0.0027","","HSA-2262749","0.18335211236742024","0"
"71","2","Reactome Pathways","","Regulation of Hypoxia-inducible Factor (HIF) by oxygen","0.0251","EGLN3|EP300","16949","697|1264","0.0027","","HSA-1234174","0.18335211236742024","0"
"730","4","GO Process","","regulation of neurogenesis","0.0254","SOX9|APOE|PPP1CC|AKT1","16949","367|543|442|650","0.007","","GO.0050767","0.18276092291985427","0"
"610","4","GO Function","","transcription factor binding","0.0257","SOX9|EP300|ATF4|FOXO1","16949","367|1264|731|1426","0.0037","","GO.0008134","0.18217667519181402","0"
"117","2","GO Process","","positive regulation of protein localization to membrane","0.0257","PMAIP1|AKT1","16949","171|650","0.0071","","GO.1905477","0.18217667519181402","0"
"529","4","InterPro Domains","","Protein kinase-like domain superfamily","0.026","MKNK2|MAPKAPK3|ERN1|AKT1","16949","226|128|1085|650","0.0022","","IPR011009","0.1815992080547261","0"
"376","3","GO Process","","positive regulation of cell cycle","0.0265","EP300|PRMT1|AKT1","16949","1264|225|650","0.0074","","GO.0045787","0.18065141063938756","0"
"84","2","GO Component","","protein kinase complex","0.0268","SESN2|ERN1","16949","342|1085","0.0038","","GO.1902911","0.1800912787224826","0"
"120","2","GO Process","","regulation of fat cell differentiation","0.0268","FOXO1|AKT1","16949","1426|650","0.0075","","GO.0045598","0.1800912787224826","0"
"120","2","GO Process","","carbohydrate biosynthetic process","0.0268","ATF4|AKT1","16949","731|650","0.0075","","GO.0016051","0.1800912787224826","0"
"381","3","GO Process","","blood vessel morphogenesis","0.0273","APOE|FGF2|PGF","16949","543|621|946","0.0076","","GO.0048514","0.17917151390497205","0"
"122","2","GO Process","","negative regulation of epithelial cell proliferation","0.0275","SOX9|APOE","16949","367|543","0.0077","","GO.0050680","0.1788083162352459","0"
"78","2","Reactome Pathways","","Signaling by NOTCH4","0.0278","EP300|AKT1","16949","1264|650","0.0033","","HSA-9013694","0.17826844265878303","0"
"123","2","GO Process","","mammary gland development","0.0279","SOX9|AKT1","16949","367|650","0.0078","","GO.0030879","0.1780897786972434","0"
"124","2","GO Process","","cellular response to reactive oxygen species","0.0282","FOXO1|AKT1","16949","1426|650","0.008","","GO.0034614","0.17755760400054654","0"
"1513","6","GO Function","","signaling receptor binding","0.0283","APOE|EP300|FGF2|CHAC1|ERN1|PGF","16949","543|1264|621|975|1085|946","0.0042","","GO.0005102","0.17738146979953567","0"
"388","3","GO Process","","small molecule catabolic process","0.0284","APOE|SESN2|FGF2","16949","543|342|621","0.008","","GO.0044282","0.17720595688447507","0"
"125","2","GO Process","","protein acetylation","0.0284","EP300|FOXO1","16949","1264|1426","0.0081","","GO.0006473","0.17720595688447507","0"
"1047","5","GO Function","","sequence-specific DNA binding","0.0286","SOX9|EP300|ATF4|FOXO1|PRMT1","16949","367|1264|731|1426|225","0.0044","","GO.0043565","0.17685677748778952","0"
"766","4","GO Process","","regulation of cellular localization","0.0292","SESN2|PMAIP1|PPP1CC|AKT1","16949","342|171|442|650","0.0083","","GO.0060341","0.17582370522753724","0"
"394","3","GO Process","","positive regulation of multi-organism process","0.0294","APOE|EP300|MAPKAPK3","16949","543|1264|128","0.0084","","GO.0043902","0.1754840598143698","0"
"129","2","GO Process","","regulation of tube diameter","0.03","APOE|AKT1","16949","543|650","0.0086","","GO.0035296","0.17447881633550766","0"
"130","2","GO Process","","negative regulation of protein serine/threonine kinase activity","0.0304","APOE|AKT1","16949","543|650","0.0087","","GO.0071901","0.1738197621994829","0"
"85","2","Reactome Pathways","","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","0.0306","FGF2|AKT1","16949","621|650","0.0039","","HSA-6811558","0.17349347998226752","0"
"83","2","Reactome Pathways","","TP53 Regulates Metabolic Genes","0.0306","SESN2|AKT1","16949","342|650","0.0037","","HSA-5628897","0.17349347998226752","0"
"402","3","GO Process","","chemical synaptic transmission","0.0307","APOE|GABBR2|AKT1","16949","543|102|650","0.0088","","GO.0007268","0.1733311377181001","0"
"402","3","GO Process","","regulation of cell growth","0.0307","APOE|SESN2|AKT1","16949","543|342|650","0.0088","","GO.0001558","0.1733311377181001","0"
"5204","12","UniProt Keywords","","Nucleus","0.0312","SOX9|EGLN3|MKNK2|EP300|FGF2|PPP1CA|ATF4|PPP1CC|FOXO1|MAPKAPK3|PRMT1|AKT1","16949","367|697|226|1264|621|1120|731|442|1426|128|225|650","0.003","","KW-0539","0.17252727758805128","0"
"133","2","GO Process","","response to glucose","0.0314","SESN2|ERN1","16949","342|1085","0.0091","","GO.0009749","0.17220933490992","0"
"194","2","KEGG Pathways","","Epstein-Barr virus infection","0.0322","EP300|AKT1","16949","1264|650","0.0185","","hsa05169","0.17095749882605624","0"
"193","2","KEGG Pathways","","Huntington's disease","0.0322","EP300|CASP9","16949","1264|304","0.0183","","hsa05016","0.17095749882605624","0"
"326","3","GO Component","","transcription regulator complex","0.0326","SOX9|EP300|ATF4","16949","367|1264|731","0.005","","GO.0005667","0.1703431964577441","0"
"137","2","GO Process","","regulation of blood vessel diameter","0.033","APOE|AKT1","16949","543|650","0.0096","","GO.0097746","0.16973638576857109","0"
"1263","5","GO Process","","cell cycle","0.033","EP300|PPP1CA|PPP1CC|ERN1|PRMT1","16949","1264|1120|442|1085|225","0.0096","","GO.0007049","0.16973638576857109","0"
"138","2","GO Process","","positive regulation of chemotaxis","0.0334","FGF2|PGF","16949","621|946","0.0097","","GO.0050921","0.16913688622951648","0"
"5163","11","GO Process","","cellular component organization","0.0338","SOX9|APOE|SESN2|EP300|FGF2|PPP1CA|PMAIP1|CASP9|ERO1L|PRMT1|AKT1","16949","367|543|342|1264|621|1120|171|304|605|225|650","0.0099","","GO.0016043","0.16854452375933468","0"
"424","3","GO Process","","mitochondrion organization","0.0346","SESN2|PMAIP1|AKT1","16949","342|171|650","0.0102","","GO.0007005","0.16738054413647058","0"
"95","2","Reactome Pathways","","VEGFA-VEGFR2 Pathway","0.0347","MAPKAPK3|AKT1","16949","128|650","0.0048","","HSA-4420097","0.1672369427097325","0"
"94","2","Reactome Pathways","","Unfolded Protein Response (UPR)","0.0347","ATF4|ERN1","16949","731|1085","0.0047","","HSA-381119","0.1672369427097325","0"
"2163","7","GO Function","","carbohydrate derivative binding","0.0369","MKNK2|APOE|FGF2|MAPKAPK3|ERN1|PGF|AKT1","16949","226|543|621|128|1085|946|650","0.0058","","GO.0097367","0.16417823431276068","0"
"147","2","GO Process","","positive regulation of cellular protein catabolic process","0.0369","APOE|AKT1","16949","543|650","0.011","","GO.1903364","0.16417823431276068","0"
"147","2","GO Process","","cartilage development","0.0369","SOX9|FGF2","16949","367|621","0.011","","GO.0051216","0.16417823431276068","0"
"148","2","GO Process","","positive regulation of stress-activated MAPK cascade","0.0372","ERN1|PRMT1","16949","1085|225","0.0111","","GO.0032874","0.1637753344610038","0"
"11238","18","GO Component","","cytoplasm","0.0373","EGLN3|MKNK2|APOE|SESN2|GABBR2|EP300|PPP1CA|PMAIP1|CASP9|ATF4|PPP1CC|FOXO1|ERO1L|MAPKAPK3|CHAC1|ERN1|PRMT1|AKT1","16949","697|226|543|342|102|1264|1120|171|304|731|442|1426|605|128|975|1085|225|650","0.0059","","GO.0005737","0.1636417562335895","0"
"150","2","GO Process","","protein import","0.0379","APOE|AKT1","16949","543|650","0.0114","","GO.0017038","0.1628477309825612","0"
"151","2","GO Process","","regeneration","0.0382","APOE|PGF","16949","543|946","0.0115","","GO.0031099","0.16245541993717497","0"
"154","2","GO Process","","glial cell differentiation","0.0394","SOX9|AKT1","16949","367|650","0.012","","GO.0010001","0.16091639437091973","0"
"859","4","GO Process","","negative regulation of apoptotic process","0.0402","SOX9|APOE|FOXO1|AKT1","16949","367|543|1426|650","0.0123","","GO.0043066","0.15991620270787274","0"
"157","2","GO Process","","cellular response to xenobiotic stimulus","0.0405","CASP9|FOXO1","16949","304|1426","0.0124","","GO.0071466","0.1595462540904626","0"
"727","4","GO Component","","transferase complex","0.0407","SESN2|EP300|ERN1|PRMT1","16949","342|1264|1085|225","0.0069","","GO.1990234","0.1593011409847983","0"
"1348","5","GO Process","","negative regulation of cellular macromolecule biosynthetic process","0.0407","SOX9|SESN2|EP300|ATF4|FOXO1","16949","367|342|1264|731|1426","0.0125","","GO.2000113","0.1593011409847983","0"
"457","3","GO Process","","muscle structure development","0.0407","SOX9|EP300|AKT1","16949","367|1264|650","0.0125","","GO.0061061","0.1593011409847983","0"
